# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 13K of event 'LLC-load-misses'
# Event count (approx.): 11683312
#
# Overhead  Command          Shared Object       Symbol                                                                                                                                                                                    
# ........  ...............  ..................  ..........................................................................................................................................................................................
#
     0.04%  C1 CompilerThre  libjvm.so           [.] resource_allocate_bytes
     0.04%  C2 CompilerThre  libjvm.so           [.] RegMask::clear_to_sets
     0.04%  C2 CompilerThre  libjvm.so           [.] JVMState::clone_deep
     0.04%  C2 CompilerThre  libc-2.31.so        [.] unlink_chunk.isra.0
     0.04%  C2 CompilerThre  libjvm.so           [.] CallStaticJavaNode::uncommon_trap_request
     0.04%  C2 CompilerThre  libjvm.so           [.] RegionNode::Ideal
     0.04%  C2 CompilerThre  libjvm.so           [.] NTarjan::LINK
     0.04%  C2 CompilerThre  libjvm.so           [.] State::_sub_Op_If
     0.04%  C2 CompilerThre  libjvm.so           [.] CodeBuffer::finalize_oop_references
     0.04%  C1 CompilerThre  [unknown]           [k] 0xffffffffb0600b40
     0.04%  C2 CompilerThre  libjvm.so           [.] PhaseChaitin::gather_lrg_masks
     0.04%  GC Thread#1      [unknown]           [k] 0xffffffffb0600b40
     0.04%  C1 CompilerThre  libjvm.so           [.] CE_Eliminator::block_do
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseIdealLoop::split_if_with_blocks_pre
     0.03%  C2 CompilerThre  libjvm.so           [.] CgroupSubsystem::memory_limit_in_bytes
     0.03%  C2 CompilerThre  libjvm.so           [.] AddPNode::bottom_type
     0.03%  C2 CompilerThre  libjvm.so           [.] compI_rRegNode::ideal_Opcode
     0.03%  C2 CompilerThre  libc-2.31.so        [.] __memset_avx2_erms
     0.03%  java             [JIT] tid 672323    [.] void framework.pim.utils.BytesUtils.writeU4LittleEndian(byte[], int, int)
     0.03%  C2 CompilerThre  libjvm.so           [.] Compile::find_alias_type
     0.03%  java             libjvm.so           [.] CompilationPolicy::common<LoopPredicate>
     0.03%  java             [unknown]           [k] 0xffffffffb0384dbe
     0.03%  C1 CompilerThre  libjvm.so           [.] __tls_get_addr@plt
     0.03%  C2 CompilerThre  libjvm.so           [.] jmpConNode::rule
     0.03%  java             libpthread-2.31.so  [.] __pthread_mutex_unlock
     0.03%  C2 CompilerThre  libjvm.so           [.] PhiNode::out_RegMask
     0.03%  C1 CompilerThre  libjvm.so           [.] LinearScanWalker::alloc_free_reg
     0.03%  C2 CompilerThre  libjvm.so           [.] PhaseCFG::schedule_node_into_block
     0.03%  VM Periodic Tas  libpthread-2.31.so  [.] pthread_cond_timedwait@@GLIBC_2.3.2
     0.03%  C1 CompilerThre  libjvm.so           [.] MoveResolver::resolve_mappings
     0.03%  C1 CompilerThre  libjvm.so           [.] Dependencies::sort_all_deps
     0.03%  C1 CompilerThre  libjvm.so           [.] LinkResolver::check_method_accessability
